index,seed,rows,cols,family,seconds,swaps,worst,runtime_ms,valid
0,15111065706836782339,20,20,random,10,79,31,10004.326042,1
1,15111065706836782340,20,20,random,10,84,50,10004.164792,1
2,15111065706836782341,20,20,random,10,81,38,10004.483916,1
3,15111065706836782342,20,20,random,10,80,31,10004.259792,1
4,15111065706836782343,20,20,random,10,80,34,10004.320875,1
5,15111065706836782344,20,20,random,10,83,43,10004.196208,1
6,15111065706836782345,20,20,random,10,80,29,10004.354084,1
7,15111065706836782346,20,20,random,10,85,38,10004.219,1
