index,seed,rows,cols,family,seconds,swaps,worst,runtime_ms,valid
0,15111065706836782339,20,20,random,10,78,35,10004.348625,1
1,15111065706836782340,20,20,random,10,86,45,10004.435959,1
2,15111065706836782341,20,20,random,10,82,34,10004.278875,1
3,15111065706836782342,20,20,random,10,77,32,10004.5045,1
4,15111065706836782343,20,20,random,10,79,33,10004.448334,1
5,15111065706836782344,20,20,random,10,85,43,10004.482292,1
6,15111065706836782345,20,20,random,10,79,32,10004.336708,1
7,15111065706836782346,20,20,random,10,84,44,10004.397334,1
