index,seed,rows,cols,family,seconds,swaps,worst,runtime_ms,valid
0,15111065706836782339,20,20,random,1,86,33,1005.339209,1
1,15111065706836782340,20,20,random,1,87,41,1004.471,1
2,15111065706836782341,20,20,random,1,84,37,1004.5095,1
3,15111065706836782342,20,20,random,1,82,32,1004.589959,1
4,15111065706836782343,20,20,random,1,83,31,1004.722083,1
5,15111065706836782344,20,20,random,1,89,40,1004.553167,1
6,15111065706836782345,20,20,random,1,79,33,1004.661083,1
7,15111065706836782346,20,20,random,1,86,40,1004.624209,1
8,15111065706836782347,20,20,random,1,83,39,1004.51725,1
9,15111065706836782348,20,20,random,1,83,47,1004.608584,1
10,15111065706836782349,20,20,random,1,82,27,1004.515791,1
11,15111065706836782350,20,20,random,1,85,29,1004.886,1
12,15111065706836782351,20,20,random,1,90,43,1004.58075,1
13,15111065706836782352,20,20,random,1,83,43,1004.41225,1
14,15111065706836782353,20,20,random,1,87,43,1004.33925,1
15,15111065706836782354,20,20,random,1,84,38,1004.6855,1
16,15111065706836782355,20,20,random,1,86,34,1004.699417,1
17,15111065706836782356,20,20,random,1,88,43,1004.39175,1
18,15111065706836782357,20,20,random,1,88,32,1004.605458,1
19,15111065706836782358,20,20,random,1,87,30,1004.7725,1
20,15111065706836782359,20,20,random,1,86,30,1004.652875,1
21,15111065706836782360,20,20,random,1,87,38,1004.449167,1
22,15111065706836782361,20,20,random,1,83,30,1005.14075,1
23,15111065706836782362,20,20,random,1,85,33,1005.01075,1
24,15111065706836782363,20,20,random,1,80,37,1004.519083,1
25,15111065706836782364,20,20,random,1,82,32,1004.588333,1
26,15111065706836782365,20,20,random,1,86,32,1004.441584,1
27,15111065706836782366,20,20,random,1,88,39,1004.731541,1
28,15111065706836782367,20,20,random,1,79,41,1004.377792,1
29,15111065706836782368,20,20,random,1,84,41,1004.499583,1
30,15111065706836782369,20,20,random,1,84,45,1004.856959,1
31,15111065706836782370,20,20,random,1,81,37,1004.458459,1
32,15111065706836782371,20,20,random,1,90,42,1004.518542,1
33,15111065706836782372,20,20,random,1,83,38,1004.409084,1
34,15111065706836782373,20,20,random,1,81,37,1004.780333,1
35,15111065706836782374,20,20,random,1,85,29,1004.678333,1
36,15111065706836782375,20,20,random,1,83,30,1004.8375,1
37,15111065706836782376,20,20,random,1,83,38,1004.320875,1
38,15111065706836782377,20,20,random,1,88,40,1004.42425,1
39,15111065706836782378,20,20,random,1,83,26,1004.946708,1
40,15111065706836782379,20,20,random,1,86,26,1004.559833,1
41,15111065706836782380,20,20,random,1,89,30,1004.518334,1
42,15111065706836782381,20,20,random,1,77,25,1004.71025,1
43,15111065706836782382,20,20,random,1,86,38,1004.693917,1
44,15111065706836782383,20,20,random,1,84,30,1004.653625,1
45,15111065706836782384,20,20,random,1,83,39,1004.677625,1
46,15111065706836782385,20,20,random,1,84,31,1004.509042,1
47,15111065706836782386,20,20,random,1,89,42,1004.536292,1
48,15111065706836782387,20,20,random,1,83,37,1004.559,1
49,15111065706836782388,20,20,random,1,78,28,1004.618625,1
